SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2016,33,372,Christina School District,Regular,Gauger-Cobbs Middle School,PUBLIC,50 Gender Road,--,Newark,DE,197132797,New Castle,06,08,Middle,0,0,0,0,1,0,0,"50 Gender Road
Newark, DE 197132797
(39.658804, -75.717257)"
2016,29,29,Appoquinimink School District,Regular,Spring Meadow Early Childhood Center,PUBLIC,611 Campus Drive, ,Townsend,DE,19734,New Castle,PR,KG,,1,1,1,0,0,0,0,"611 Campus Drive
Townsend, DE 19734
(39.420733, -75.640169)"
2014,36,689,Indian River School District,Regular,Carver (G.W.) Educational Center,PUBLIC,30207 Frankford School Road,--,Frankford,DE,19945,Sussex,PK,12,High,0,1,1,1,1,1,0,"30207 Frankford School Road
Frankford, DE 19945
(38.519459, -75.22336)"
2014,15,660,Lake Forest School District,Regular,Lake Forest North Elementary School,PUBLIC,319 East Main Street,--,Felton,DE,199430296,Kent,PK,04,Elementary,0,1,1,1,0,0,0,"319 East Main Street
Felton, DE 199430296
(39.007042, -75.570285)"
2014,29,24,Appoquinimink School District,Regular,Appoquinimink High School,PUBLIC,1080 Bunker Hill Road,--,Middletown,DE,19709,New Castle,09,12,High,0,0,0,0,0,1,0,"1080 Bunker Hill Road
Middletown, DE 19709
(39.457624, -75.743541)"
2016,31,196,Brandywine School District,Regular,Mount Pleasant High School,PUBLIC,5201 Washington Street Extension,--,Wilmington,DE,198092198,New Castle,09,12,High,0,0,0,0,0,1,0,"5201 Washington Street Extension
Wilmington, DE 198092198
(39.771467, -75.505041)"
2013,32,292,Red Clay Consolidated School District,Regular,duPont (Alexis I.) High School,PUBLIC,50 Hillside Road,--,Wilmington,DE,198072297,New Castle,09,12,High,0,0,0,0,0,1,0,"50 Hillside Road
Wilmington, DE 198072297
(39.778797, -75.599676)"
2013,33,545,Christina School District,Regular,Christina Early Education Center,PUBLIC,620 East Chestnut Hill Rd,--,Newark,DE,197131814,New Castle,PK,PK,Pre-Kindergarten,0,1,0,0,0,0,0,"620 East Chestnut Hill Rd
Newark, DE 197131814
(39.671946, -75.708545)"
2013,24,681,Smyrna School District,Regular,Sunnyside Elementary School,PUBLIC,123  Rabbit Chase Road,--,Smyrna,DE,19977,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"123 Rabbit Chase Road
Smyrna, DE 19977
(39.272563, -75.61271)"
2013,13,642,Capital School District,Regular,Towne Point Elementary School,PUBLIC,629 Buckson Drive,--,Dover,DE,199012599,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"629 Buckson Drive
Dover, DE 199012599
(39.176529, -75.521163)"
2013,32,256,Red Clay Consolidated School District,Regular,Marbrook Elementary School,PUBLIC,2101 Centerville Road,--,Wilmington,DE,198084799,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2101 Centerville Road
Wilmington, DE 198084799
(39.742162, -75.62354)"
2013,24,682,Smyrna School District,Regular,Smyrna Elementary School,PUBLIC,121 South School Lane,--,Smyrna,DE,199771399,Kent,PK,04,Elementary,0,1,1,1,0,0,0,"121 South School Lane
Smyrna, DE 199771399
(39.296241, -75.607759)"
2015,17,712,Cape Henlopen School District,Regular,Shields (Richard A.) Elementary School,PUBLIC,910 Shields Avenue,--,Lewes,DE,199581597,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"910 Shields Avenue
Lewes, DE 199581597
(38.767868, -75.14724)"
2014,37,730,Delmar School District,Regular,Delmar High School,PUBLIC,200 North Eighth Street,--,Delmar,DE,199401399,Sussex,09,12,High,0,0,0,0,0,1,0,"200 North Eighth Street
Delmar, DE 199401399
(38.45782, -75.568311)"
2013,10,622,Caesar Rodney School District,Regular,Brown (W. Reily) Elementary School,PUBLIC,360 Webbs Lane,--,Dover,DE,199045438,Kent,01,05,Elementary,0,0,0,1,0,0,0,"360 Webbs Lane
Dover, DE 199045438
(39.132507, -75.538795)"
2014,32,527,Red Clay Consolidated School District,Regular,Central School (The),PUBLIC,1621 Telegraph Road,--,Wilmington,DE,198044198,New Castle,PK,12,High,0,1,1,1,1,1,0,"1621 Telegraph Road
Wilmington, DE 198044198
(39.71181, -75.652784)"
2015,29,23,Appoquinimink School District,Regular,Waters (Alfred G.) Middle School,PUBLIC,1235 Cedar Lane Road,--,Middletown,DE,19709,New Castle,05,08,Middle,0,0,0,1,1,0,0,"1235 Cedar Lane Road
Middletown, DE 19709
(39.501427, -75.685619)"
2016,31,194,Brandywine School District,Regular,Concord High School,PUBLIC,2501 Ebright Road,--,Wilmington,DE,198101198,New Castle,09,12,High,0,0,0,0,0,1,0,"2501 Ebright Road
Wilmington, DE 198101198
(39.82942, -75.524009)"
2014,33,374,Christina School District,Regular,Kirk (George V.) Middle School,PUBLIC,140 Brennen Drive,--,Newark,DE,197133999,New Castle,06,08,Middle,0,0,0,0,1,0,0,"140 Brennen Drive
Newark, DE 197133999
(39.672055, -75.711585)"
2015,32,250,Red Clay Consolidated School District,Regular,Linden Hill Elementary School,PUBLIC,3415 Skyline Drive,--,Wilmington,DE,198081701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3415 Skyline Drive
Wilmington, DE 198081701
(39.734367, -75.694317)"
2016,34,514,Colonial School District,Regular,Leach (John G.) School,PUBLIC,10 Landers Lane,--,New Castle,DE,197202094,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Landers Lane
New Castle, DE 197202094
(39.688336, -75.558113)"
2013,87,586,Providence Creek Academy Charter School,Charter,Providence Creek Academy Charter School,PUBLIC,273 West Duck Creek Road,P.O. Box 265,Clayton,DE,19938,Kent,KG,08,Middle,0,0,1,1,1,0,0,"273 West Duck Creek Road
Clayton, DE 19938
(39.29799, -75.639115)"
2016,9606,4050,First State Montessori Academy,Charter,First State Montessori Academy,PUBLIC,1000 North French Street,--,Wilmington,DE,19801,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1000 North French Street
Wilmington, DE 19801
(39.745065, -75.545881)"
2013,33,392,Christina School District,Regular,Glasgow High School,PUBLIC,1901 South College Avenue,--,Newark,DE,197022395,New Castle,09,12,High,0,0,0,0,0,1,0,"1901 South College Avenue
Newark, DE 197022395
(39.623019, -75.744065)"
2012,16,756,Laurel School District,Regular,Laurel Senior High School,PUBLIC,1133 South Central Avenue,--,Laurel,DE,199561491,Sussex,09,12,High,0,0,0,0,0,1,0,"1133 South Central Avenue
Laurel, DE 199561491
(38.547215, -75.569425)"
2014,32,280,Red Clay Consolidated School District,Regular,Skyline Middle School,PUBLIC,2900 Skyline Drive,--,Wilmington,DE,198082800,New Castle,06,08,Middle,0,0,0,0,1,0,0,"2900 Skyline Drive
Wilmington, DE 198082800
(39.725254, -75.686025)"
2012,13,655,Capital School District,Regular,Kent County Alternative Programs,PUBLIC,"631 Ridgley Street, Suite 5",--,Dover,DE,19904,Kent,06,12,High,0,0,0,0,1,1,0,"631 Ridgley Street, Suite 5
Dover, DE 19904
(39.16319, -75.53709)"
2016,36,691,Indian River School District,Regular,Georgetown Kindergarten Center,PUBLIC,301A West Market Street,--,Georgetown,DE,19947,Sussex,KG,KG,Kindergarten,0,0,1,0,0,0,0,"301A West Market Street
Georgetown, DE 19947
(38.685699, -75.391282)"
2015,32,516,Red Clay Consolidated School District,Regular,Meadowood Program,PUBLIC,55A South Meadowood Drive,--,Newark,DE,197116756,New Castle,PK,12,High,0,1,1,1,1,1,0,"55A South Meadowood Drive
Newark, DE 197116756
(39.706142, -75.683078)"
2015,24,681,Smyrna School District,Regular,Sunnyside Elementary School,PUBLIC,123  Rabbit Chase Road,--,Smyrna,DE,19977,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"123 Rabbit Chase Road
Smyrna, DE 19977
(39.272563, -75.61271)"
2014,15,664,Lake Forest School District,Regular,Chipman (W.T.) Middle School,PUBLIC,101 West Center Street,--,Harrington,DE,199521098,Kent,06,08,Middle,0,0,0,0,1,0,0,"101 West Center Street
Harrington, DE 199521098
(38.928022, -75.581611)"
2015,36,690,Indian River School District,Regular,Long Neck Elementary School,PUBLIC,26064 School Lane,--,Millsboro,DE,199661199,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"26064 School Lane
Millsboro, DE 199661199
(38.629723, -75.184895)"
2013,34,474,Colonial School District,Regular,Read (George) Middle School,PUBLIC,314 East Basin Road,--,New Castle,DE,197204298,New Castle,06,08,Middle,0,0,0,0,1,0,0,"314 East Basin Road
New Castle, DE 197204298
(39.677359, -75.588221)"
2015,87,586,Providence Creek Academy Charter School,Charter,Providence Creek Academy Charter School,PUBLIC,273 West Duck Creek Road,P.O. Box 265,Clayton,DE,19938,Kent,KG,08,Middle,0,0,1,1,1,0,0,"273 West Duck Creek Road
Clayton, DE 19938
(39.29799, -75.639115)"
2013,38,44,New Castle County Vocational-Technical School,Regular,St. Georges Technical High School,PUBLIC,555 Hyetts Corner Rd.,--,Middletown,DE,19709,New Castle,09,12,High,0,0,0,0,0,1,0,"555 Hyetts Corner Rd.
Middletown, DE 19709
(39.524974, -75.664398)"
2012,15,669,Lake Forest School District,Regular,Lake Forest Central Elementary School,PUBLIC,5424 Killens Pond Road,--,Felton,DE,19943,Kent,04,05,Elementary,0,0,0,1,0,0,0,"5424 Killens Pond Road
Felton, DE 19943
(38.989281, -75.552253)"
2016,33,318,Christina School District,Regular,Downes (John R.) Elementary School,PUBLIC,220 Casho Mill Road,--,Newark,DE,197112699,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"220 Casho Mill Road
Newark, DE 197112699
(39.683244, -75.775504)"
2016,10,621,Caesar Rodney School District,Regular,F. Niel Postlethwait Middle School,PUBLIC,2841 South State Street,--,Camden,DE,199349627,Kent,06,08,Middle,0,0,0,0,1,0,0,"2841 South State Street
Camden, DE 199349627
(39.098859, -75.512414)"
2013,36,736,Indian River School District,Regular,Lord Baltimore Elementary School,PUBLIC,120 Atlantic Avenue,--,Ocean View,DE,199700021,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"120 Atlantic Avenue
Ocean View, DE 199700021
(38.545358, -75.098198)"
2015,31,170,Brandywine School District,Regular,duPont (Pierre S.) Middle School,PUBLIC,701 West 34th Street,--,Wilmington,DE,198022699,New Castle,06,08,Middle,0,0,0,0,1,0,0,"701 West 34th Street
Wilmington, DE 198022699
(39.763439, -75.533784)"
2014,17,724,Cape Henlopen School District,Regular,Beacon Middle School,PUBLIC,19483 John J. Williams Highway,--,Lewes,DE,19958,Sussex,04,08,Middle,0,0,0,1,1,0,0,"19483 John J. Williams Highway
Lewes, DE 19958
(38.715342, -75.150692)"
2016,33,362,Christina School District,Regular,Stubbs (Frederick Douglass) Elementary School,PUBLIC,1100 North Pine Street,--,Wilmington,DE,198014099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1100 North Pine Street
Wilmington, DE 198014099
(39.744125, -75.540861)"
2014,29,29,Appoquinimink School District,Regular,Spring Meadow Early Childhood Center,PUBLIC,611 Campus Drive, ,Townsend,DE,19734,New Castle,PR,KG,,1,1,1,0,0,0,0,"611 Campus Drive
Townsend, DE 19734
(39.420733, -75.640169)"
2016,34,522,Colonial School District,Regular,The Wallace Wallin School,PUBLIC,701 East Basin Road,--,New Castle,DE,19720,New Castle,PK,12,High,0,1,1,1,1,1,0,"701 East Basin Road
New Castle, DE 19720
(39.670776, -75.583732)"
2016,97,554,Dept. of Svs. for Children Youth & Their Families,Service,Cleveland White School,SERVICE,1825 Faulkland Road,--,Wilmington,DE,198051121,New Castle,KG,12,High,0,0,1,1,1,1,0,"1825 Faulkland Road
Wilmington, DE 198051121
(39.748366, -75.612591)"
2014,36,732,Indian River School District,Regular,Clayton (John M.) Elementary School,PUBLIC,252 Clayton Ave,--,Frankford,DE,19945,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"252 Clayton Ave
Frankford, DE 19945
(38.535078, -75.235984)"
2015,24,682,Smyrna School District,Regular,Smyrna Elementary School,PUBLIC,121 South School Lane,--,Smyrna,DE,199771399,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"121 South School Lane
Smyrna, DE 199771399
(39.296241, -75.607759)"
2016,97,984,Dept. of Svs. for Children Youth & Their Families,Service,Terry Childrens Psychiatric Center,SERVICE,10 Central Avenue,--,New Castle,DE,197201190,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Central Avenue
New Castle, DE 197201190
(39.701249, -75.573452)"
2013,34,470,Colonial School District,Regular,Bedford (Gunning) Middle School,PUBLIC,801 Cox Neck Road,--,New Castle,DE,197205705,New Castle,06,08,Middle,0,0,0,0,1,0,0,"801 Cox Neck Road
New Castle, DE 197205705
(39.561943, -75.630752)"
2015,13,635,Capital School District,Regular,North Dover Elementary School,PUBLIC,855 College Road,--,Dover,DE,199042234,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"855 College Road
Dover, DE 199042234
(39.183602, -75.544248)"
2014,24,680,Smyrna School District,Regular,Clayton Elementary School,PUBLIC,510 West Main Street,--,Clayton,DE,199383400,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"510 West Main Street
Clayton, DE 199383400
(39.288887, -75.638344)"
2014,72,571,East Side Charter School,Charter,East Side Charter School,PUBLIC,3000 North Claymont Street,--,Wilmington,DE,19802,New Castle,PK,08,Middle,0,1,1,1,1,0,0,"3000 North Claymont Street
Wilmington, DE 19802
(39.752213, -75.523061)"
2015,13,644,Capital School District,Regular,Central Middle School,PUBLIC,211 Delaware Avenue,--,Dover,DE,199013895,Kent,07,08,Middle,0,0,0,0,1,0,0,"211 Delaware Avenue
Dover, DE 199013895
(39.163849, -75.521962)"
2016,89,588,Newark Charter School,Charter,Newark Charter School,PUBLIC,2001 Patriot Way,--,Newark,DE,19711,New Castle,KG,12,High,0,0,1,1,1,1,0,"2001 Patriot Way
Newark, DE 19711
(39.661813, -75.775817)"
2016,32,266,Red Clay Consolidated School District,Regular,Warner Elementary School,PUBLIC,801 West 18th Street,--,Wilmington,DE,198023890,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"801 West 18th Street
Wilmington, DE 198023890
(39.758287, -75.549017)"
2013,10,630,Caesar Rodney School District,Regular,Charlton (John S.) School,PUBLIC,278 Sorghum Mill Road,--,Camden-Wyoming,DE,19901,Kent,PK,12,High,0,1,1,1,1,1,0,"278 Sorghum Mill Road
Camden-Wyoming, DE 19901
(39.103432, -75.511277)"
2016,33,334,Christina School District,Regular,Wilson (Etta J.) Elementary School,PUBLIC,14 Forge Road,--,Newark,DE,197117699,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"14 Forge Road
Newark, DE 197117699
(39.714739, -75.707893)"
2014,32,248,Red Clay Consolidated School District,Regular,Shortlidge (Evan G.) Academy,PUBLIC,100 West 18th Street,--,Wilmington,DE,198024836,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"100 West 18th Street
Wilmington, DE 198024836
(39.752418, -75.544595)"
2013,33,540,Christina School District,Regular,Delaware School for the Deaf Secondary,PUBLIC,630 East Chestnut Hill Road,--,Newark,DE,197131814,New Castle,PK,12,High,0,1,1,1,1,1,0,"630 East Chestnut Hill Road
Newark, DE 197131814
(39.672843, -75.707236)"
2013,17,720,Cape Henlopen School District,Regular,Mariner Middle School,PUBLIC,16391 Harbeson Rd.,--,Milton,DE,19968,Sussex,05,08,Middle,0,0,0,1,1,0,0,"16391 Harbeson Rd.
Milton, DE 19968
(38.762472, -75.313056)"
2014,79,578,Delaware Military Academy,Charter,Delaware Military Academy,PUBLIC,112 Middleboro Road,--,Wilmington,DE,19804,New Castle,09,12,High,0,0,0,0,0,1,0,"112 Middleboro Road
Wilmington, DE 19804
(39.721852, -75.584935)"
2015,29,13,Appoquinimink School District,Regular,Appoquinimink PreSchool Center,PUBLIC,502 South Broad Street,--,Middletown,DE,197091196,New Castle,PR,PK,,1,1,0,0,0,0,0,"502 South Broad Street
Middletown, DE 197091196
(39.444532, -75.715398)"
2013,9,3850,ECAP/Day Care/Nursery Schools,Service,Part C Birth to 3 Program,SERVICE,401 Federal St,--,Dover,DE,19903,New Castle,PR,PR,Early Childhood,1,0,0,0,0,0,0,"401 Federal St
Dover, DE 19903
(39.157772, -75.522434)"
2012,17,712,Cape Henlopen School District,Regular,Shields (Richard A.) Elementary School,PUBLIC,910 Shields Avenue,--,Lewes,DE,199581597,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"910 Shields Avenue
Lewes, DE 199581597
(38.767868, -75.14724)"
2014,31,194,Brandywine School District,Regular,Concord High School,PUBLIC,2501 Ebright Road,--,Wilmington,DE,198101198,New Castle,09,12,High,0,0,0,0,0,1,0,"2501 Ebright Road
Wilmington, DE 198101198
(39.82942, -75.524009)"
2014,32,284,Red Clay Consolidated School District,Regular,Conrad Schools of Science,PUBLIC,201 Jackson Avenue,--,Wilmington,DE,198042199,New Castle,06,12,High,0,0,0,0,1,1,0,"201 Jackson Avenue
Wilmington, DE 198042199
(39.722605, -75.600528)"
2013,34,410,Colonial School District,Regular,Downie (Carrie) Elementary School,PUBLIC,1201 Delaware Street,--,New Castle,DE,197206098,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1201 Delaware Street
New Castle, DE 197206098
(39.664081, -75.577139)"
2014,13,636,Capital School District,Regular,Booker T. Washington Elementary School,PUBLIC,901 Forest Street,--,Dover,DE,199043497,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"901 Forest Street
Dover, DE 199043497
(39.15901, -75.540385)"
2016,31,112,Brandywine School District,Regular,Carrcroft Elementary School,PUBLIC,503 Crest Road,--,Wilmington,DE,198034321,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"503 Crest Road
Wilmington, DE 198034321
(39.787385, -75.501684)"
2015,15,663,Lake Forest School District,Regular,Delaware Early Childhood Center,PUBLIC,100 West Mispillion Street,--,Harrington,DE,199521099,Kent,PR,PR,Early Childhood,1,0,0,0,0,0,0,"100 West Mispillion Street
Harrington, DE 199521099
(38.922336, -75.582943)"
2013,32,282,Red Clay Consolidated School District,Regular,Stanton Middle School,PUBLIC,1800 Limestone Road,--,Wilmington,DE,198044196,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1800 Limestone Road
Wilmington, DE 198044196
(39.715375, -75.650711)"
2013,31,180,Brandywine School District,Regular,Talley Middle School,PUBLIC,1110 Cypress Road,--,Wilmington,DE,198101999,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1110 Cypress Road
Wilmington, DE 198101999
(39.822641, -75.471311)"
2016,10,626,Caesar Rodney School District,Regular,Caesar Rodney High School,PUBLIC,239 Old North Road,--,Camden,DE,199341248,Kent,09,12,High,0,0,0,0,0,1,0,"239 Old North Road
Camden, DE 199341248
(39.117836, -75.542046)"
2012,16,754,Laurel School District,Regular,Laurel Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,07,08,Middle,0,0,0,0,1,0,0,"801 South Central Avenue
Laurel, DE 199561498
(38.550692, -75.569748)"
2014,34,476,Colonial School District,Regular,McCullough (Calvin R. ) Middle School,PUBLIC,20 Chase Avenue,--,New Castle,DE,197201299,New Castle,06,08,Middle,0,0,0,0,1,0,0,"20 Chase Avenue
New Castle, DE 197201299
(39.697693, -75.557428)"
2014,36,749,Indian River School District,Regular,Southern Delaware School of the Arts,PUBLIC,27 Hosier Street,--,Selbyville,DE,19975,Sussex,01,08,Middle,0,0,0,1,1,0,0,"27 Hosier Street
Selbyville, DE 19975
(38.461091, -75.224065)"
2012,10,630,Caesar Rodney School District,Regular,Charlton (John S.) School,PUBLIC,278 Sorghum Mill Road,--,Camden-Wyoming,DE,19901,Kent,PK,12,High,0,1,1,1,1,1,0,"278 Sorghum Mill Road
Camden-Wyoming, DE 19901
(39.103432, -75.511277)"
2016,29,23,Appoquinimink School District,Regular,Waters (Alfred G.) Middle School,PUBLIC,1235 Cedar Lane Road,--,Middletown,DE,19709,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1235 Cedar Lane Road
Middletown, DE 19709
(39.501427, -75.685619)"
2015,29,29,Appoquinimink School District,Regular,Spring Meadow Early Childhood Center,PUBLIC,611 Campus Drive, ,Townsend,DE,19734,New Castle,PR,KG,,1,1,1,0,0,0,0,"611 Campus Drive
Townsend, DE 19734
(39.420733, -75.640169)"
2015,13,632,Capital School District,Regular,East Dover Elementary School,PUBLIC,852 South Little Creek Road,--,Dover,DE,199014797,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"852 South Little Creek Road
Dover, DE 199014797
(39.157118, -75.503875)"
2016,29,22,Appoquinimink School District,Regular,Cedar Lane Early Childhood Center,PUBLIC,1221 Cedar Lane Road,--,Middletown,DE,19709,New Castle,PK,KG,,0,1,1,0,0,0,0,"1221 Cedar Lane Road
Middletown, DE 19709
(39.50322, -75.684795)"
2016,29,24,Appoquinimink School District,Regular,Appoquinimink High School,PUBLIC,1080 Bunker Hill Road,--,Middletown,DE,19709,New Castle,09,12,High,0,0,0,0,0,1,0,"1080 Bunker Hill Road
Middletown, DE 19709
(39.457624, -75.743541)"
2013,10,621,Caesar Rodney School District,Regular,Postlethwait (F. Niel) Middle School,PUBLIC,2841 South State Street,--,Camden,DE,199349627,Kent,06,08,Middle,0,0,0,0,1,0,0,"2841 South State Street
Camden, DE 199349627
(39.098859, -75.512414)"
2014,33,339,Christina School District,Regular,Brader (Henry M.) Elementary School,PUBLIC,350 Four Seasons Parkway,--,Newark,DE,197022326,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"350 Four Seasons Parkway
Newark, DE 197022326
(39.626952, -75.754423)"
2014,10,618,Caesar Rodney School District,Regular,Star Hill Elementary School,PUBLIC,594 Voshells Mill/Star Hill Road,--,Dover,DE,199016121,Kent,01,05,Elementary,0,0,0,1,0,0,0,"594 Voshells Mill/Star Hill Road
Dover, DE 199016121
(39.09982, -75.533325)"
2016,97,551,Dept. of Svs. for Children Youth & Their Families,Service,Silver Lake Treatment Center,SERVICE,493 East Main Street,--,Middletown,DE,197091463,New Castle,PR,12,High,1,1,1,1,1,1,0,"493 East Main Street
Middletown, DE 197091463
(39.450751, -75.697016)"
2015,29,27,Appoquinimink School District,Regular,Townsend Early Childhood Center,PUBLIC,10 Brook Ramble Lane,--,Townsend,DE,19734,New Castle,PK,KG,,0,1,1,0,0,0,0,"10 Brook Ramble Lane
Townsend, DE 19734
(39.395649, -75.685285)"
2014,97,976,Dept. of Svs. for Children Youth & Their Fami,Service,Stevenson House Detention Center,SERVICE,750 North DuPont Blvd.,--,Milford,DE,19963,New Castle,04,12,High,0,0,0,1,1,1,0,"750 North DuPont Blvd.
Milford, DE 19963
(38.921493, -75.437707)"
2014,82,581,Kuumba Academy Charter School,Charter,Kuumba Academy Charter School,PUBLIC,519 North Market Street,--,Wilmington,DE,19801,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"519 North Market Street
Wilmington, DE 19801
(39.741295, -75.550694)"
2012,29,20,Appoquinimink School District,Regular,Loss (Olive B.) Elementary School,PUBLIC,200 Brennan Boulevard,--,Bear,DE,19701,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"200 Brennan Boulevard
Bear, DE 19701
(39.559458, -75.741877)"
2015,34,476,Colonial School District,Regular,McCullough (Calvin R. ) Middle School,PUBLIC,20 Chase Avenue,--,New Castle,DE,197201299,New Castle,06,08,Middle,0,0,0,0,1,0,0,"20 Chase Avenue
New Castle, DE 197201299
(39.697693, -75.557428)"
2015,23,761,Seaford School District,Regular,Blades Elementary School,PUBLIC,900 South Arch Street,--,Blades,DE,199734553,Sussex,KG,05,Elementary,0,0,1,1,0,0,0,"900 South Arch Street
Blades, DE 199734553
(38.630133, -75.60677)"
2013,85,584,Academy of Dover Charter School,Charter,Academy Of Dover Charter School,PUBLIC,104 Saulsbury Road,--,Dover,DE,19904,Kent,KG,06,Middle,0,0,1,1,1,0,0,"104 Saulsbury Road
Dover, DE 19904
(39.162062, -75.543869)"
2016,35,779,Woodbridge School District,Regular,Phillis Wheatley Elementary School,PUBLIC,48 Church Street,--,Bridgeville,DE,19933,Sussex,03,05,Elementary,0,0,0,1,0,0,0,"48 Church Street
Bridgeville, DE 19933
(38.749989, -75.602763)"
2014,32,266,Red Clay Consolidated School District,Regular,Warner Elementary School,PUBLIC,801 West 18th Street,--,Wilmington,DE,198023890,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"801 West 18th Street
Wilmington, DE 198023890
(39.758287, -75.549017)"
2015,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,"520 duPont Avenue
Lewes, DE 199581239
(38.772664, -75.147812)"
2012,10,616,Caesar Rodney School District,Regular,Stokes (Nellie Hughes) Elementary School,PUBLIC,3874 Upper King Road,--,Dover,DE,19904,Kent,01,05,Elementary,0,0,0,1,0,0,0,"3874 Upper King Road
Dover, DE 19904
(39.101939, -75.553832)"
2015,16,756,Laurel School District,Regular,Laurel Senior High School,PUBLIC,1133 South Central Avenue,--,Laurel,DE,199561491,Sussex,09,12,High,0,0,0,0,0,1,0,"1133 South Central Avenue
Laurel, DE 199561491
(38.547215, -75.569425)"
2015,10,622,Caesar Rodney School District,Regular,W. Reily Brown Elementary School,PUBLIC,360 Webbs Lane,--,Dover,DE,199045438,Kent,01,05,Elementary,0,0,0,1,0,0,0,"360 Webbs Lane
Dover, DE 199045438
(39.132507, -75.538795)"
2015,10,620,Caesar Rodney School District,Regular,W. B. Simpson Elementary School,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,01,05,Elementary,0,0,0,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2016,33,322,Christina School District,Regular,Leasure (May B.) Elementary School,PUBLIC,1015 Church Road,--,Newark,DE,19702,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"1015 Church Road
Newark, DE 19702
(39.620146, -75.68119)"
2014,10,622,Caesar Rodney School District,Regular,Brown (W. Reily) Elementary School,PUBLIC,360 Webbs Lane,--,Dover,DE,199045438,Kent,01,05,Elementary,0,0,0,1,0,0,0,"360 Webbs Lane
Dover, DE 199045438
(39.132507, -75.538795)"
2016,97,981,Dept. of Svs. for Children Youth & Their Families,Service,Delaware Day Treatment Center (6-14) Dover,SERVICE,103 Mont Blanc Blvd.,--,Dover,DE,199046540,New Castle,PK,12,High,0,1,1,1,1,1,0,"103 Mont Blanc Blvd.
Dover, DE 199046540
(39.167886, -75.547285)"
2015,32,261,Red Clay Consolidated School District,Regular,Brandywine Springs School,PUBLIC,2916 Duncan Road,--,Wilmington,DE,19808,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"2916 Duncan Road
Wilmington, DE 19808
(39.744415, -75.650847)"
2015,31,151,Brandywine School District,Regular,Claymont Elementary School,PUBLIC,3401 Green Street,--,Claymont,DE,19703,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3401 Green Street
Claymont, DE 19703
(39.802222, -75.464656)"
2016,31,130,Brandywine School District,Regular,Lombardy Elementary School,PUBLIC,412 Foulk Road,--,Wilmington,DE,198033880,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"412 Foulk Road
Wilmington, DE 198033880
(39.785791, -75.5365)"
2013,33,376,Christina School District,Regular,Shue-Medill Middle School,PUBLIC,1500 Capitol Trail,--,Newark,DE,197115716,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1500 Capitol Trail
Newark, DE 197115716
(39.698927, -75.705937)"
